variant,label,step,mean_reward,std_reward_across_seeds,n_seeds,n_points
full_o2o_iql,Full O2O-IQL,22619,-26.07957618671365,0.0,1,1
full_o2o_iql,Full O2O-IQL,22802,-12.006832919883804,0.0,1,1
full_o2o_iql,Full O2O-IQL,22812,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,22818,-1.965573244476882,0.0,1,1
full_o2o_iql,Full O2O-IQL,22932,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,23097,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,23113,-4.948159293908078,0.0,1,1
full_o2o_iql,Full O2O-IQL,23134,-4.618915255728976,0.0,1,1
full_o2o_iql,Full O2O-IQL,23270,-0.058184212105400826,0.0,1,1
full_o2o_iql,Full O2O-IQL,23314,-0.013965425058831717,0.0,1,1
full_o2o_iql,Full O2O-IQL,23396,-2.5903347349250994,0.0,1,1
full_o2o_iql,Full O2O-IQL,23485,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,23510,-9.39361388368012,0.0,1,1
full_o2o_iql,Full O2O-IQL,23703,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,23857,-40.886890584325734,0.0,1,1
full_o2o_iql,Full O2O-IQL,23862,-0.08415327235404632,0.0,1,1
full_o2o_iql,Full O2O-IQL,23946,-15.122477487475084,0.0,1,1
full_o2o_iql,Full O2O-IQL,24038,-0.26788948989182765,0.0,1,1
full_o2o_iql,Full O2O-IQL,24214,-0.4581731613311985,0.0,1,1
full_o2o_iql,Full O2O-IQL,24229,-0.6912012129452706,0.0,1,1
full_o2o_iql,Full O2O-IQL,24293,-10.934362617164046,0.0,1,1
full_o2o_iql,Full O2O-IQL,24441,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,24460,-1.4790043290043289,0.0,1,1
full_o2o_iql,Full O2O-IQL,24608,-3.4840489595426103,0.0,1,1
full_o2o_iql,Full O2O-IQL,24683,-30.35845775270404,0.0,1,1
full_o2o_iql,Full O2O-IQL,24795,-0.07321045115551426,0.0,1,1
full_o2o_iql,Full O2O-IQL,24990,-27.323429338326594,0.0,1,1
full_o2o_iql,Full O2O-IQL,25106,-4.358779805888398,0.0,1,1
full_o2o_iql,Full O2O-IQL,25140,-19.295719565328863,0.0,1,1
full_o2o_iql,Full O2O-IQL,25222,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,25335,-32.5484588222665,0.0,1,1
full_o2o_iql,Full O2O-IQL,25399,0.0,0.0,1,1
full_o2o_iql,Full O2O-IQL,25522,-26.522801756710027,0.0,1,1
full_o2o_iql,Full O2O-IQL,25537,0.0,0.0,1,1
